page_count,avg_page_length,entity_density,relation_indicators,topic_diversity,topic_transitions,is_qna_pattern,is_decision_tree,is_entity centric,time_span,temporal_density,semantic_complexity,hyperedge_density,visual_salience_score
6.0,124.083336,0.8333333,0.6666667,2.0,2.2,1.0,0.0,1.0,0.04611111,1.5,0.048109543,5.1666665,0.16087037
6.0,158.91667,1.6666666,1.0,1.8333334,2.0,1.0,0.0,1.0,0.047083333,2.6666667,0.06294734,6.5,0.0
7.0,33.92857,1.4285715,1.2857143,1.1428572,1.1666666,1.0,0.0,1.0,0.017291667,2.7142856,0.06832921,5.571429,-0.24902378
8.0,50.5625,0.875,1.25,1.875,2.0,0.0,0.0,1.0,0.02388889,2.125,0.055793375,6.5,0.123530075
6.0,77.833336,1.3333334,2.0,2.0,2.2,1.0,0.0,1.0,0.034027778,3.3333333,0.0679781,10.333333,0.0
6.0,93.083336,0.8333333,0.5,1.6666666,2.2,1.0,0.0,1.0,0.029930556,1.3333334,0.05008964,4.6666665,0.0
8.0,44.125,0.5,0.25,1.5,1.8571428,1.0,0.0,1.0,0.02625,0.75,0.05620374,2.25,0.0
6.0,71.583336,0.5,0.33333334,2.0,2.2,1.0,0.0,0.0,0.034652777,0.8333333,0.056961145,2.6666667,0.16500191
6.0,92.75,0.6666667,0.33333334,1.8333334,2.0,1.0,0.0,1.0,0.033333335,1.0,0.064979516,3.3333333,0.0
6.0,101.5,1.1666666,1.1666666,1.6666666,1.8,1.0,0.0,1.0,0.03409722,2.3333333,0.05836078,7.0,0.0
6.0,45.833332,1.3333334,0.33333334,0.8333333,1.0,1.0,0.0,0.0,0.019583333,1.6666666,0.05564262,5.0,0.0
8.0,46.625,1.375,0.75,1.375,1.4285715,1.0,0.0,1.0,0.027222222,2.125,0.0700348,7.0,0.0
6.0,115.416664,1.6666666,1.5,2.0,2.2,1.0,0.0,1.0,0.038680557,3.1666667,0.06071057,8.833333,0.0
6.0,92.166664,0.5,1.0,2.0,2.2,1.0,0.0,1.0,0.03173611,1.5,0.07079678,4.8333335,0.0
8.0,35.875,1.125,1.125,1.375,1.4285715,1.0,0.0,1.0,0.020416666,2.25,0.0585992,5.875,0.0
8.0,40.9375,1.25,1.875,2.0,2.142857,1.0,0.0,1.0,0.020833334,3.125,0.059065033,8.125,0.0
6.0,72.25,1.0,0.8333333,0.8333333,0.8,1.0,0.0,1.0,0.0225,1.8333334,0.05822607,5.3333335,0.2232292
6.0,123.666664,1.3333334,1.1666666,2.0,2.2,1.0,0.0,1.0,0.04451389,2.5,0.046840914,6.3333335,0.0
6.0,106.333336,3.1666667,2.6666667,2.0,2.2,1.0,0.0,1.0,0.041388888,5.8333335,0.05876293,14.833333,0.0
6.0,62.333332,1.5,1.3333334,1.6666666,2.0,1.0,0.0,1.0,0.025138889,2.8333333,0.0631694,7.5,0.0
6.0,113.166664,0.8333333,0.6666667,2.0,2.2,1.0,0.0,1.0,0.055069443,1.5,0.053522076,4.3333335,0.16362633
5.0,152.0,2.0,2.0,1.8,2.25,0.0,0.0,1.0,0.043402776,4.0,0.042926174,10.0,0.05354659
8.0,53.5625,1.25,1.0,2.0,2.142857,1.0,0.0,1.0,0.032083333,2.25,0.06155596,6.375,-0.042030875
6.0,127.166664,1.1666666,0.8333333,2.0,2.2,1.0,0.0,1.0,0.043958332,2.0,0.055818245,6.3333335,0.16125293
6.0,111.583336,1.3333334,1.6666666,1.8333334,2.2,1.0,0.0,1.0,0.036805555,3.0,0.055771466,8.833333,0.21200727
6.0,53.416668,2.3333333,2.6666667,2.0,2.2,1.0,0.0,1.0,0.017638888,5.0,0.037691142,10.666667,-0.1581344
8.0,51.75,1.375,1.0,1.75,1.8571428,1.0,0.0,1.0,0.025486112,2.375,0.06402444,6.5,0.12344668
7.0,44.357143,1.1428572,1.0,2.0,2.1666667,1.0,0.0,1.0,0.019722221,2.142857,0.048095364,6.857143,0.0
8.0,48.625,2.25,2.375,2.0,2.142857,1.0,0.0,1.0,0.022708334,4.625,0.06769892,11.75,0.12265923
6.0,137.66667,2.6666667,3.5,2.0,2.2,1.0,0.0,1.0,0.04840278,6.1666665,0.05229055,16.166666,0.20439006
6.0,107.0,1.8333334,1.3333334,2.0,2.2,1.0,0.0,1.0,0.035694443,3.1666667,0.04900886,8.666667,0.2081851
7.0,54.857143,1.7142857,1.5714285,0.85714287,0.8333333,1.0,0.0,1.0,0.024652777,3.2857144,0.054977972,10.285714,0.0
6.0,128.83333,1.8333334,1.6666666,1.8333334,2.2,1.0,0.0,1.0,0.05277778,3.5,0.050893717,7.6666665,0.16156296
6.0,122.333336,1.0,0.8333333,2.0,2.2,1.0,0.0,1.0,0.04222222,1.8333334,0.09004695,6.5,0.20269103
7.0,50.5,1.5714285,1.5714285,2.0,2.1666667,1.0,0.0,1.0,0.021041667,3.142857,0.061724875,9.428572,0.0
7.0,41.857143,1.1428572,0.85714287,2.0,2.1666667,1.0,0.0,1.0,0.018333333,2.0,0.079261675,5.285714,0.0
8.0,45.375,2.0,4.375,1.0,1.0,1.0,0.0,0.0,0.026875,6.375,0.05703954,13.25,-0.047115415
6.0,120.5,1.6666666,1.5,1.0,1.0,1.0,1.0,1.0,0.04486111,3.1666667,0.061298974,7.0,0.16113758
6.0,98.583336,1.3333334,1.1666666,1.8333334,2.0,1.0,0.0,1.0,0.03451389,2.5,0.049288172,6.6666665,0.16288052
6.0,123.166664,0.5,0.33333334,2.0,2.2,1.0,0.0,1.0,0.055,0.8333333,0.054849047,3.0,0.16008465
7.0,40.214287,1.2857143,1.0,2.0,2.1666667,1.0,0.0,1.0,0.02048611,2.2857144,0.051550306,4.857143,0.0
6.0,46.5,2.0,1.8333334,1.1666666,1.2,1.0,0.0,1.0,0.01638889,3.8333333,0.055725396,11.666667,0.0
6.0,117.833336,1.0,0.6666667,2.0,2.2,1.0,0.0,1.0,0.040555555,1.6666666,0.044169687,5.1666665,0.2135082
6.0,117.25,1.3333334,0.8333333,1.8333334,2.0,1.0,0.0,1.0,0.039027777,2.1666667,0.073427826,6.3333335,0.21860176
8.0,41.8125,1.25,1.0,1.875,2.0,0.0,0.0,1.0,0.023611112,2.25,0.054278318,5.875,0.0
7.0,53.285713,1.1428572,0.85714287,2.0,2.1666667,1.0,0.0,0.0,0.024375,2.0,0.056451328,6.285714,0.0
6.0,102.75,1.3333334,2.3333333,1.8333334,2.2,1.0,0.0,1.0,0.04465278,3.6666667,0.06098179,10.333333,0.0
6.0,125.333336,1.0,0.8333333,0.6666667,1.8,1.0,0.0,1.0,0.049513888,1.8333334,0.056023605,5.1666665,0.21433578
8.0,47.375,0.875,0.75,1.625,2.142857,1.0,0.0,1.0,0.025208334,1.625,0.051494356,4.375,0.0
6.0,123.5,1.5,1.6666666,2.0,2.2,1.0,0.0,1.0,0.04104167,3.1666667,0.051345773,6.8333335,-0.15684736
6.0,156.66667,1.0,1.1666666,2.0,2.2,1.0,0.0,1.0,0.061319444,2.1666667,0.058917273,6.3333335,0.15997432
6.0,79.5,1.1666666,1.0,1.1666666,1.4,1.0,0.0,1.0,0.02375,2.1666667,0.061380487,4.5,-0.30999374
9.0,52.944443,1.6666666,1.5555556,1.2222222,1.625,0.0,0.0,1.0,0.031597223,3.2222223,0.0483235,8.444445,0.0
6.0,176.25,2.0,1.5,1.6666666,2.0,1.0,0.0,0.0,0.06965278,3.5,0.04851387,7.0,-0.1337422
6.0,101.333336,1.1666666,1.6666666,1.8333334,2.0,1.0,0.0,1.0,0.032222223,2.8333333,0.058049414,8.333333,0.05309134
7.0,44.642857,1.2857143,1.1428572,1.8571428,2.0,1.0,0.0,1.0,0.023958333,2.4285715,0.0628976,6.142857,0.14143927
7.0,40.5,0.85714287,0.71428573,1.7142857,1.8333334,1.0,0.0,1.0,0.019097222,1.5714285,0.04666749,5.0,0.14099401
7.0,47.42857,2.0,1.5714285,1.7142857,2.1666667,1.0,0.0,1.0,0.020833334,3.5714285,0.059993103,7.714286,0.141096
6.0,131.16667,1.0,1.0,1.3333334,2.2,1.0,0.0,1.0,0.040069446,2.0,0.042413387,6.1666665,0.10903799
6.0,155.5,1.1666666,0.8333333,1.8333334,2.0,1.0,0.0,1.0,0.04638889,2.0,0.046313178,7.0,0.21348451
6.0,120.666664,0.8333333,0.8333333,2.0,2.2,1.0,0.0,1.0,0.04027778,1.6666666,0.05402661,4.8333335,0.0
8.0,49.125,1.625,1.0,1.375,1.5714285,0.0,0.0,1.0,0.020347223,2.625,0.05527864,7.125,0.1740818
5.0,75.2,1.2,0.8,1.0,1.0,1.0,0.0,1.0,0.026458334,2.0,0.048952885,7.0,0.20642653
6.0,163.75,2.5,2.0,2.0,2.2,1.0,0.0,1.0,0.045208335,4.5,0.06207239,9.0,0.15946563
6.0,92.916664,1.1666666,0.8333333,1.5,2.0,0.0,0.0,1.0,0.029375,2.0,0.053475223,4.6666665,0.16079451
7.0,55.0,1.8571428,1.2857143,1.7142857,1.8333334,1.0,0.0,0.0,0.026805555,3.142857,0.052660964,7.714286,-0.3435621
6.0,63.833332,1.3333334,1.3333334,2.0,2.2,1.0,0.0,1.0,0.017361112,2.6666667,0.0532092,5.8333335,-0.14769861
6.0,135.16667,2.0,1.6666666,1.6666666,2.2,1.0,0.0,1.0,0.045763887,3.6666667,0.05007743,12.0,0.035480957
7.0,50.92857,1.7142857,1.5714285,1.2857143,1.5,1.0,0.0,1.0,0.019930556,3.2857144,0.054995555,8.428572,0.0
6.0,177.66667,1.6666666,2.1666667,1.8333334,2.2,1.0,0.0,1.0,0.054375,3.8333333,0.05489779,11.0,0.15310651
6.0,115.75,1.8333334,1.1666666,1.6666666,1.8,1.0,0.0,1.0,0.040347222,3.0,0.06699333,8.166667,0.16045585
6.0,53.75,1.1666666,1.0,1.0,1.6,1.0,0.0,1.0,0.017916666,2.1666667,0.07451486,6.5,0.0
8.0,54.1875,1.5,1.0,1.5,1.5714285,1.0,0.0,1.0,0.029652778,2.5,0.049382668,5.25,0.123530075
6.0,65.916664,0.8333333,0.6666667,1.8333334,2.0,1.0,0.0,1.0,0.024097223,1.5,0.06705054,4.0,0.16171934
6.0,102.5,1.1666666,0.8333333,1.6666666,1.8,1.0,0.0,1.0,0.03590278,2.0,0.05533495,6.6666665,0.0
6.0,148.83333,1.6666666,1.5,2.0,2.2,0.0,0.0,1.0,0.051597223,3.1666667,0.04858763,8.333333,0.20598954
8.0,38.125,1.125,1.125,1.75,2.0,0.0,0.0,1.0,0.017083334,2.25,0.06528702,6.5,0.0
8.0,46.375,1.375,1.125,1.625,2.0,1.0,0.0,1.0,0.02673611,2.5,0.05903626,5.5,0.0
6.0,91.5,1.3333334,1.1666666,1.8333334,2.0,1.0,0.0,1.0,0.024791667,2.5,0.065195,7.8333335,0.11670717
6.0,88.5,1.1666666,1.1666666,1.8333334,2.0,1.0,0.0,1.0,0.031041667,2.3333333,0.057441633,6.6666665,0.0
7.0,57.57143,1.7142857,1.8571428,1.4285715,1.8333334,0.0,0.0,1.0,0.023541667,3.5714285,0.060357768,7.857143,0.14075775
6.0,79.0,1.5,1.3333334,0.6666667,0.6,1.0,0.0,1.0,0.025555555,2.8333333,0.068344526,7.1666665,0.0
6.0,122.75,1.1666666,1.0,2.0,2.2,1.0,0.0,1.0,0.042916667,2.1666667,0.055444658,6.6666665,0.0
6.0,163.58333,1.8333334,1.8333334,2.0,2.2,1.0,0.0,1.0,0.056180555,3.6666667,0.04802388,7.5,0.20391285
7.0,62.42857,1.8571428,2.0,1.0,2.0,1.0,0.0,1.0,0.027638888,3.857143,0.05366993,9.857142,0.0
7.0,57.285713,1.5714285,0.71428573,0.85714287,0.8333333,0.0,0.0,1.0,0.024444444,2.2857144,0.069904685,7.714286,0.08198712
6.0,79.0,0.8333333,1.0,0.6666667,1.2,1.0,0.0,0.0,0.0275,1.8333334,0.058861915,5.3333335,0.16235393
6.0,112.916664,2.0,1.0,2.0,2.2,1.0,0.0,1.0,0.04451389,3.0,0.07809416,6.0,-0.05478884
6.0,102.75,1.1666666,1.0,1.6666666,1.8,1.0,0.0,1.0,0.037777778,2.1666667,0.06609971,7.0,0.15728623
7.0,44.42857,0.5714286,0.42857143,1.7142857,2.1666667,0.0,0.0,1.0,0.018125,1.0,0.055183437,3.142857,0.0
7.0,58.714287,1.8571428,1.4285715,2.0,2.1666667,0.0,0.0,1.0,0.025347222,3.2857144,0.036071833,10.285714,0.14079136
6.0,144.5,2.3333333,3.1666667,1.8333334,2.0,1.0,0.0,1.0,0.047083333,5.5,0.070719,15.833333,0.22490244
6.0,136.08333,1.3333334,1.0,2.0,2.2,1.0,0.0,1.0,0.055347223,2.3333333,0.06811599,4.6666665,0.077409
6.0,116.75,1.8333334,2.8333333,2.0,2.2,1.0,0.0,1.0,0.049791668,4.6666665,0.05646455,11.166667,0.1624343
8.0,39.5,1.375,0.375,1.875,2.142857,1.0,0.0,1.0,0.018680556,1.75,0.056757085,4.5,0.12317135
7.0,37.142857,0.85714287,0.5714286,0.85714287,2.1666667,1.0,0.0,1.0,0.015555556,1.4285715,0.046346597,4.0,0.18968631
7.0,51.642857,1.4285715,0.85714287,1.8571428,2.0,0.0,0.0,1.0,0.023819445,2.2857144,0.066131294,6.571429,0.1902778
7.0,50.285713,1.4285715,0.71428573,1.4285715,1.8333334,1.0,0.0,1.0,0.021875,2.142857,0.061608676,4.857143,0.14075775
6.0,290.33334,1.8333334,1.8333334,1.3333334,1.6,1.0,0.0,1.0,0.10625,3.6666667,0.039419536,11.166667,0.15789726
6.0,141.66667,1.0,1.0,2.0,2.2,1.0,0.0,1.0,0.051875,2.0,0.042023014,5.3333335,0.16004781
5.0,119.7,1.4,2.2,2.0,2.25,1.0,0.0,1.0,0.040555555,3.6,0.052617334,9.2,0.0
8.0,43.5625,1.625,1.375,1.5,2.0,1.0,0.0,1.0,0.019444445,3.0,0.06529531,6.25,0.124038264
6.0,33.083332,1.1666666,1.0,1.3333334,1.4,1.0,0.0,1.0,0.013125,2.1666667,0.08019455,5.8333335,0.0
6.0,60.0,1.3333334,0.6666667,1.8333334,2.0,1.0,0.0,1.0,0.023055555,2.0,0.05881523,5.8333335,0.0
6.0,77.5,1.5,1.0,2.0,2.2,1.0,0.0,1.0,0.026111111,2.5,0.061627746,5.1666665,0.16304456
6.0,171.25,1.5,1.6666666,1.8333334,2.0,1.0,0.0,1.0,0.056319445,3.1666667,0.054707818,9.666667,0.21446098
6.0,171.08333,1.3333334,1.0,1.8333334,2.0,1.0,0.0,1.0,0.06708334,2.3333333,0.05406768,7.5,0.20269793
8.0,48.125,1.125,0.75,1.875,2.0,1.0,0.0,1.0,0.02673611,1.875,0.051569752,5.125,0.0
6.0,182.41667,1.6666666,0.8333333,1.6666666,2.2,1.0,0.0,1.0,0.07756945,2.5,0.038598813,5.0,0.0
6.0,135.58333,1.6666666,2.0,2.0,2.2,0.0,0.0,1.0,0.055,3.6666667,0.041011102,10.5,0.0
6.0,176.41667,1.8333334,2.5,2.0,2.2,1.0,0.0,1.0,0.05201389,4.3333335,0.060186934,12.666667,0.15592319
8.0,48.5625,1.25,1.75,0.625,1.0,1.0,0.0,1.0,0.023333333,3.0,0.06308443,6.5,0.16642208
6.0,82.916664,0.8333333,1.1666666,2.0,2.2,1.0,0.0,1.0,0.035833333,2.0,0.03970995,4.5,0.16375256
6.0,126.583336,1.3333334,1.1666666,1.6666666,1.8,1.0,0.0,1.0,0.03652778,2.5,0.043523107,7.6666665,0.0
8.0,53.625,0.625,0.375,2.0,2.142857,1.0,0.0,1.0,0.026180556,1.0,0.046423454,2.875,0.0
6.0,133.75,1.6666666,1.1666666,1.8333334,2.0,1.0,0.0,0.0,0.041805554,2.8333333,0.048355877,5.6666665,-0.22027585
6.0,154.58333,1.5,1.3333334,2.0,2.2,0.0,0.0,1.0,0.06125,2.8333333,0.04623497,8.166667,0.22683725
6.0,118.0,1.5,0.0,1.5,1.6,1.0,0.0,0.0,0.048472222,1.5,0.06293513,3.0,-0.099947594
7.0,56.785713,1.5714285,1.4285715,1.5714285,1.6666666,1.0,0.0,1.0,0.024930555,3.0,0.050208468,8.142858,0.0
6.0,95.5,1.5,1.3333334,1.8333334,2.0,1.0,0.0,1.0,0.03784722,2.8333333,0.04960426,7.6666665,0.0
4.0,145.125,1.5,1.25,2.0,2.3333333,1.0,0.0,1.0,0.03576389,2.75,0.04788217,8.75,0.23095068
6.0,132.33333,1.3333334,1.6666666,2.0,2.2,1.0,0.0,1.0,0.049791668,3.0,0.04682665,7.5,0.0
7.0,43.785713,1.0,1.0,2.0,2.1666667,1.0,0.0,1.0,0.020833334,2.0,0.057964273,6.285714,0.14189318
8.0,47.8125,0.75,0.625,1.5,2.0,1.0,0.0,1.0,0.023680555,1.375,0.049170498,4.125,0.0
7.0,60.857143,1.0,1.0,1.1428572,1.1666666,1.0,0.0,1.0,0.02576389,2.0,0.07346782,6.142857,0.0
7.0,51.785713,1.5714285,1.4285715,0.85714287,1.1666666,1.0,0.0,1.0,0.024027778,3.0,0.050128076,9.0,0.0
6.0,113.166664,2.0,1.3333334,2.0,2.2,1.0,0.0,1.0,0.032083333,3.3333333,0.06182684,6.6666665,-0.14917053
6.0,105.916664,1.3333334,0.6666667,2.0,2.2,1.0,0.0,1.0,0.027777778,2.0,0.04685749,4.3333335,0.11859296
6.0,225.5,1.1666666,1.3333334,2.0,2.2,1.0,0.0,1.0,0.09465278,2.5,0.044388685,6.3333335,0.15847808
8.0,40.0,1.375,1.25,1.75,2.142857,1.0,0.0,1.0,0.023958333,2.625,0.052197747,7.0,0.0
8.0,39.5,2.0,1.125,1.25,1.4285715,0.0,0.0,1.0,0.020694444,3.125,0.072015524,8.25,-0.20673129
8.0,47.6875,1.375,0.875,1.125,1.7142857,1.0,0.0,1.0,0.022847222,2.25,0.06334058,5.875,0.1240669
6.0,64.75,1.5,2.0,1.3333334,2.0,1.0,0.0,1.0,0.023194445,3.5,0.050071727,9.0,0.0
6.0,141.58333,1.8333334,2.1666667,1.3333334,1.4,1.0,0.0,1.0,0.053819444,4.0,0.045180675,9.833333,0.21036403
6.0,125.333336,1.5,1.0,1.8333334,2.0,1.0,0.0,1.0,0.04361111,2.5,0.05891719,6.8333335,0.15693785
8.0,47.5625,1.75,1.75,1.375,1.8571428,1.0,0.0,0.0,0.021805555,3.5,0.058924086,9.0,0.123280995
8.0,48.375,1.375,1.25,1.375,1.4285715,1.0,0.0,1.0,0.020625,2.625,0.07167035,7.0,0.0
6.0,101.916664,0.8333333,0.6666667,2.0,2.2,1.0,0.0,1.0,0.035,1.5,0.058920033,3.8333333,0.20200758
6.0,103.916664,2.6666667,2.5,1.3333334,1.6,1.0,0.0,0.0,0.03513889,5.1666665,0.06831566,15.666667,0.1025249
6.0,177.16667,1.8333334,1.8333334,1.8333334,2.2,0.0,0.0,1.0,0.07041667,3.6666667,0.038640644,9.5,0.21281052
7.0,45.07143,1.8571428,1.4285715,1.7142857,1.8333334,1.0,0.0,1.0,0.020277778,3.2857144,0.06595125,7.142857,0.0
6.0,65.416664,0.6666667,1.0,2.0,2.2,1.0,0.0,0.0,0.021875,1.6666666,0.050879218,4.6666665,0.0
6.0,189.08333,2.0,2.3333333,2.0,2.2,0.0,0.0,1.0,0.07423611,4.3333335,0.057643592,12.666667,0.15693785
5.0,91.5,1.2,1.0,2.0,2.25,1.0,0.0,1.0,0.031805556,2.2,0.0452243,6.4,0.0
8.0,33.25,1.125,1.0,1.25,1.4285715,1.0,0.0,0.0,0.020416666,2.125,0.07090021,6.5,0.12322609
7.0,44.357143,1.2857143,0.85714287,1.7142857,1.8333334,1.0,0.0,1.0,0.02048611,2.142857,0.06262483,6.0,0.0
7.0,58.357143,2.5714285,2.2857144,1.7142857,1.8333334,1.0,0.0,1.0,0.02375,4.857143,0.06668576,10.428572,0.18355016
6.0,101.0,1.8333334,2.0,2.0,2.2,1.0,0.0,1.0,0.04375,3.8333333,0.06226735,11.333333,0.0
6.0,44.666668,0.6666667,0.5,2.0,2.2,1.0,0.0,1.0,0.019513888,1.1666666,0.053823948,3.6666667,0.16447845
7.0,46.92857,1.7142857,1.0,1.1428572,1.5,1.0,0.0,1.0,0.024722222,2.7142856,0.050022945,7.714286,0.14216977
6.0,106.0,1.1666666,1.0,1.6666666,1.8,1.0,0.0,1.0,0.036736112,2.1666667,0.051372945,6.1666665,0.0
6.0,138.08333,1.3333334,1.0,1.6666666,1.8,1.0,0.0,1.0,0.04701389,2.3333333,0.050119575,5.3333335,0.0
6.0,159.5,1.6666666,1.8333334,2.0,2.2,1.0,0.0,1.0,0.062638886,3.5,0.039025374,10.333333,0.19533361
8.0,36.1875,0.375,0.25,1.625,1.7142857,0.0,0.0,0.0,0.018055556,0.625,0.05195846,2.5,0.12412429
8.0,57.0,1.375,1.125,1.375,1.4285715,1.0,0.0,1.0,0.028194444,2.5,0.07433656,6.75,0.0
7.0,51.857143,1.7142857,1.8571428,1.7142857,1.8333334,1.0,0.0,0.0,0.022222223,3.5714285,0.06493114,10.571428,0.0072548436
6.0,114.416664,2.1666667,1.5,1.5,2.0,1.0,0.0,1.0,0.047430556,3.6666667,0.070945375,9.5,0.0
6.0,144.08333,1.3333334,1.0,2.0,2.2,1.0,0.0,1.0,0.07006945,2.3333333,0.055487685,6.3333335,0.23426671
6.0,99.916664,1.1666666,1.6666666,2.0,2.2,1.0,0.0,1.0,0.030833334,2.8333333,0.06510421,7.8333335,0.16357042
7.0,50.714287,1.2857143,0.85714287,1.7142857,2.1666667,1.0,0.0,1.0,0.022777777,2.142857,0.043215748,6.0,0.0
6.0,75.75,1.0,0.6666667,2.0,2.2,1.0,0.0,1.0,0.02638889,1.6666666,0.040100846,4.8333335,0.0
6.0,239.66667,1.8333334,2.3333333,1.8333334,2.2,1.0,0.0,1.0,0.09513889,4.1666665,0.053157564,10.5,0.2041491
6.0,101.583336,1.0,0.8333333,2.0,2.2,1.0,0.0,1.0,0.03409722,1.8333334,0.05684615,6.3333335,0.0
8.0,51.4375,0.75,1.0,2.0,2.142857,1.0,0.0,1.0,0.027152779,1.75,0.05713286,5.5,0.0
6.0,39.333332,1.5,1.3333334,1.8333334,2.2,1.0,0.0,1.0,0.0125,2.8333333,0.06732683,7.5,0.0
6.0,43.75,0.8333333,1.0,1.6666666,2.0,1.0,0.0,1.0,0.017291667,1.8333334,0.05941186,6.0,0.0
6.0,34.25,1.1666666,1.8333334,2.0,2.2,1.0,0.0,1.0,0.012361111,3.0,0.05790179,6.8333335,0.0
8.0,43.1875,0.75,0.625,1.25,1.5714285,1.0,0.0,1.0,0.024097223,1.375,0.051658444,4.125,0.0
6.0,120.416664,0.6666667,0.5,2.0,2.2,1.0,0.0,1.0,0.036666665,1.1666666,0.044886205,3.5,0.15723145
6.0,212.66667,1.6666666,1.3333334,1.3333334,2.0,1.0,0.0,1.0,0.07381944,3.0,0.060122825,7.3333335,0.15886138
6.0,190.66667,2.8333333,1.5,2.0,2.2,1.0,0.0,1.0,0.07270833,4.3333335,0.046606407,11.666667,0.1557995
8.0,55.75,1.5,1.375,1.25,1.4285715,1.0,0.0,1.0,0.029861111,2.875,0.054386366,6.5,0.0
6.0,75.833336,0.8333333,0.6666667,1.1666666,1.4,0.0,0.0,1.0,0.03048611,1.5,0.0591699,4.1666665,0.0
6.0,122.75,1.1666666,1.0,1.6666666,2.0,1.0,0.0,1.0,0.047291666,2.1666667,0.04051465,6.1666665,0.0
6.0,141.83333,1.3333334,1.1666666,2.0,2.2,1.0,0.0,1.0,0.04638889,2.5,0.057270728,8.0,0.0
8.0,44.5,1.25,1.125,1.125,1.8571428,1.0,0.0,1.0,0.018958334,2.375,0.06410297,7.25,0.0
6.0,58.75,1.1666666,1.1666666,1.8333334,2.0,1.0,0.0,1.0,0.022569444,2.3333333,0.05024508,5.8333335,-0.18794031
7.0,43.285713,2.0,1.8571428,1.8571428,2.0,1.0,0.0,1.0,0.022291666,3.857143,0.06344779,11.571428,0.14161281
7.0,39.0,1.7142857,1.4285715,0.85714287,1.0,1.0,0.0,1.0,0.019583333,3.142857,0.06699846,6.428571,0.07937801
6.0,49.416668,1.3333334,1.1666666,1.6666666,2.0,1.0,0.0,1.0,0.020208333,2.5,0.04902514,6.1666665,0.0
8.0,52.0,1.625,1.0,0.875,0.85714287,1.0,0.0,1.0,0.024375,2.625,0.074943356,7.125,0.17484961
6.0,83.583336,1.3333334,1.6666666,2.0,2.2,1.0,0.0,1.0,0.027847223,3.0,0.05056138,8.166667,0.0
6.0,152.83333,2.3333333,2.5,2.0,2.2,1.0,0.0,1.0,0.056875,4.8333335,0.03862495,13.666667,0.15756202
6.0,113.75,2.0,1.0,2.0,2.2,1.0,0.0,1.0,0.040208332,3.0,0.06468807,6.0,-0.15584512
7.0,57.92857,2.0,1.4285715,1.2857143,1.3333334,1.0,0.0,1.0,0.024444444,3.4285715,0.07834207,7.428571,0.14089246
6.0,99.166664,1.3333334,1.3333334,0.5,0.6,1.0,0.0,1.0,0.038819443,2.6666667,0.05714516,5.3333335,0.16316822
5.0,125.4,1.4,1.0,2.0,2.25,1.0,0.0,1.0,0.043055557,2.4,0.051482104,4.8,0.0
